Dataset,Method,Affected count_mean,Affected count_std,Successful recourse_mean,Successful recourse_std,Coverage_mean,Coverage_std,Favorable rate_mean,Favorable rate_std,SWD_mean,SWD_std,WD_mean,WD_std,Runtime (s)_mean,Runtime (s)_std,Mean value_mean,Mean value_std,Std value_mean,Std value_std,LSC MSE_mean,LSC MSE_std,FSD violations_mean,FSD violations_std,Changed count_mean,Changed count_std,Invalid changed count_mean,Invalid changed count_std,Valid changed rate_mean,Valid changed rate_std,Out-of-range count_mean,Out-of-range count_std,Non-integer count_mean,Non-integer count_std
German Credit,DiCE,20.0,,20.0,,1.0,,1.0,,0.12022927334764809,,0.11478844530664933,,2.0288450000007288,,19.886330335178172,,3292.904159024515,,0.812566746305713,,8.0,,20.0,,20.0,,0.0,,0.0,,20.0,
